dbi,Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-Congo Plateau,Northern Benue-Congo Plateau,,,,,,,,,,,,
dbj,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,Northeast Sabahan,,,,,,,,,,,,
dbl,Pama-Nyungan,Herbert River,,,,,,,,,,,,,,,
dbm,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Jarawan,Nigerian Jarawan,,,,,,,,,,
dbn,Inanwatan,,,,,,,,,,,,,,,,
dbo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Jarawan,Nigerian Jarawan,Jaku-Gubi,,,,,,,,,
dbp,Afro-Asiatic,Chadic,West Chadic,West Chadic B,West Chadic B B.1,,,,,,,,,,,,
dbq,Afro-Asiatic,Chadic,Biu-Mandara,South Biu-Mandara,Sukur-Matakam-Daba,Biu-Mandara A A.7,,,,,,,,,,,
dbr,Afro-Asiatic,Cushitic,East Cushitic,Lowland East Cushitic,Southern Lowland East Cushitic,Nuclear Lowland East Cushitic,Omo-Tana,Eastern Omo-Tana,Somalic,Dabarre-Tunni,,,,,,,
dbt,Dogon,Nangan Dogon,,,,,,,,,,,,,,,
dbu,Dogon,North Plateau,Yanda-Bondum-Tebul,,,,,,,,,,,,,,
dbv,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Central Kainji,Basa-Eastern Kainji,Eastern Kainji,Jos,Kauru,,,,,,,,
dbw,Dogon,Nangan Dogon,,,,,,,,,,,,,,,
dby,,,,,,,,,,,,,,,,,
dcc,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Southern zone,Maharastric,Marathic,,,,,,,,,,,
dcr,Indo-European,Germanic,Northwest Germanic,West Germanic,Franconian,Low Franconian,Macro-Dutch,Middle-Modern Dutch,Modern Dutch,Dutch Caribbean Creole,,,,,,,
ddd,Nilotic,Eastern Nilotic,Teso-Lotuxo-Maa,Lotuxo-Maa,Lotuxo,,,,,,,,,,,,
dde,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Kongo-Yaka-Suku-Hungan,,,,,,,,,
ddg,East Timor-Bunaq,East_Timor,Fataluku-Oirata,,,,,,,,,,,,,,
ddi,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceanic linkage,Papuan Tip linkage,Nuclear Papuan Tip linkage,North Papuan Mainland-D'Entrecasteaux,Bwaidoga,,,,,,
ddj,Pama-Nyungan,Desert Nyungic,Ngumpin-Yapa,Ngumbin,Jaru-Ngardi,,,,,,,,,,,,
ddn,Songhay,Eastern Songhay,,,,,,,,,,,,,,,
ddo,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,Tsezic,West Tsezic,,,,,,,,,,,,
dds,Dogon,Escarpment Dogon,,,,,,,,,,,,,,,
ddw,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Central Malayo-Polynesian,Babar,North Babaric,,,,,,,,,,
dec,Narrow Talodi,Ngile-Dengebu,,,,,,,,,,,,,,,
ded,Nuclear Trans New Guinea,Finisterre-Huon,Huon,Eastern Huon,,,,,,,,,,,,,
dee,Atlantic-Congo,Volta-Congo,Kru,Western Kru,Bassa,,,,,,,,,,,,
def,Indo-European,Indo-Iranian,Iranian,Western Iranian,Southwestern Iranian,Luric-Dezfulic,,,,,,,,,,,
deg,Atlantic-Congo,Volta-Congo,Benue-Congo,Akpes-Edoid,Edoid,Delta Edoid,Degema-Engenni,,,,,,,,,,
deh,Indo-European,Indo-Iranian,Iranian,Western Iranian,Southwestern Iranian,Farsic-Caucasian Tat,Farsic,Eastern Farsic,,,,,,,,,
dei,Geelvink Bay,,,,,,,,,,,,,,,,
dek,Atlantic-Congo,Volta-Congo,North Volta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,,,,,,,,,,
dem,,,,,,,,,,,,,,,,,
dep,Pidgin,,,,,,,,,,,,,,,,
deq,Atlantic-Congo,Volta-Congo,North Volta-Congo,Adamawa-Ubangi,Ubangi,Ngbandi-Mongoba-Kazibati,Ngbandic,Nuclear Ngbandic,,,,,,,,,
der,Sino-Tibetan,Brahmaputran,Bodo-Garo,,,,,,,,,,,,,,
des,Tucanoan,Eastern Tucanoan,Western Eastern Tucanoan,Cubeo-Desano,Yupua-Siriano-Desano,Siriano-Desano,,,,,,,,,,,
deu,Indo-European,Germanic,Northwest Germanic,West Germanic,Franconian,High Franconian,,,,,,,,,,,
dev,Nuclear Trans New Guinea,Finisterre-Huon,Finisterre-Saruwaged,Yupna,Bwana-Moam-Tapen,,,,,,,,,,,,
dez,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Greater Bangi-Ntomba,Kela-Ntomba,Tsingi-Tsingi,Vieux Mongo,Kusu-Nkutsu,Nkutsuic,,,,
dga,Atlantic-Congo,Volta-Congo,North Volta-Congo,Gur,Central Gur,Northern Central Gur,Bwamu-Oti-Volta,Oti-Volta,Nuclear Oti-Volta,Gurma-Yom-Oti-Volta Occidental,Western Oti-Volta,Nuclear Oti-Volta Occidental,Northwest Oti-Volta,Safaliba-Dagaare,Dagaaric,Central-South Dagaric,
dgb,Dogon,West Dogon,,,,,,,,,,,,,,,
dgc,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Northern Luzon,Northeastern Luzon,Nuclear Northeastern Luzon,,,,,,,,,,,
dgd,Atlantic-Congo,Volta-Congo,North Volta-Congo,Gur,Central Gur,Northern Central Gur,Bwamu-Oti-Volta,Oti-Volta,Nuclear Oti-Volta,Gurma-Yom-Oti-Volta Occidental,Western Oti-Volta,Nuclear Oti-Volta Occidental,Northwest Oti-Volta,Safaliba-Dagaare,Dagaaric,Central-South Dagaric,South Dagaric
dge,Nuclear Trans New Guinea,Finisterre-Huon,Finisterre-Saruwaged,Warup,,,,,,,,,,,,,
dgg,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceanic linkage,Papuan Tip linkage,Nuclear Papuan Tip linkage,North Papuan Mainland-D'Entrecasteaux,Are-Taupota,Areic,,,,,
dgh,Afro-Asiatic,Chadic,Biu-Mandara,North Biu-Mandara,Margi-Mandara-Mofu,Mandaraic,Glavda-Guduf,,,,,,,,,,
dgi,Atlantic-Congo,Volta-Congo,North Volta-Congo,Gur,Central Gur,Northern Central Gur,Bwamu-Oti-Volta,Oti-Volta,Nuclear Oti-Volta,Gurma-Yom-Oti-Volta Occidental,Western Oti-Volta,Nuclear Oti-Volta Occidental,Northwest Oti-Volta,Safaliba-Dagaare,Dagaaric,North-West Dagaric,
dgk,Central Sudanic,Sara-Bongo-Bagirmi,SBB Occidental,Nuclear SBB Occidental,Saraic,Central Sara,Sara Central Logone-Chari,Sido,,,,,,,,,
dgn,Yangmanic,,,,,,,,,,,,,,,,
dgo,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Northern zone,Himachali,Kangric-Chamealic-Bhattiyali,Indo-Aryan Northern zone-Western Pahari,,,,,,,,,,
dgr,Athapaskan-Eyak-Tlingit,Athapaskan-Eyak,Athapaskan,Northern Athapaskan,Hare-Slavey,,,,,,,,,,,,
dgs,Atlantic-Congo,Volta-Congo,North Volta-Congo,Gur,Central Gur,Southern Central Gur,Dogoso-Khe,,,,,,,,,,
dgu,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Eastern zone,,,,,,,,,,,,,
dgx,Nuclear Trans New Guinea,Greater Binanderean,Binanderean,Nuclear Binanderean,South Binandere,Coastal Binandere,Baruga-Doghoro,,,,,,,,,,
dgz,Dagan,,,,,,,,,,,,,,,,
dha,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Central zone,Subcontinental Central Indo-Aryan,Eastern Hindi,,,,,,,,,,,
dhd,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Central zone,Subcontinental Central Indo-Aryan,Gujarati-Rajasthani,Rajasthani,,,,,,,,,,
dhg,Pama-Nyungan,Yuulngu,Southern Yolngu,Southern-Eastern Yolngu,,,,,,,,,,,,,
dhi,Sino-Tibetan,Dhimalish,,,,,,,,,,,,,,,
dhl,Pama-Nyungan,South-West Pama-Nyungan,Pilbara,Kanyara,,,,,,,,,,,,,
dhm,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Herero-Nkumbi-Wambo,Herero (R.30),,,,,,,,
dhn,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Central zone,Subcontinental Central Indo-Aryan,Khandesic,,,,,,,,,,,
dho,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Central zone,Subcontinental Central Indo-Aryan,Bhil,,,,,,,,,,,
dhr,Pama-Nyungan,South-West Pama-Nyungan,Pilbara,Mantharta,,,,,,,,,,,,,
dhs,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Northeast Savanna Bantu,Central Kenya Bantu,Eastern Central Kenya Bantu,,,,,,,
dhu,Pama-Nyungan,Southeastern Pama-Nyungan,New South Wales Pama-Nyungan,Yuin-Kuri,Yuin,Northern Costal Yuin,,,,,,,,,,,
dhv,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Loyalty Islands,,,,,,,,,,
dhw,Indo-European,Indo-Iranian,Indo-Aryan,Bihari,Unclassified Bihari,Kuswaric,,,,,,,,,,,
dia,Nuclear Torricelli,Wapei-Palei,Galu-Alu,,,,,,,,,,,,,,
dib,Nilotic,Western Nilotic,Dinka-Nuer,Dinka,,,,,,,,,,,,,
dic,Atlantic-Congo,Volta-Congo,Kru,Eastern Kru,Neyo-Dida,Dida,,,,,,,,,,,
did,Surmic,South Surmic,Southwest Surmic,Didinga-Murle,Didinga-Longarim,,,,,,,,,,,,
dif,Pama-Nyungan,Karnic,Central Karnic,Western Central Karnic,Pirlatapa-Dieric,Dieric,,,,,,,,,,,
dig,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Northeast Savanna Bantu,Northeast Coastal Bantu,Coastal NEC Bantu,Mijikenda-Pokomo-Comorian,Mijikenda,Southern Mijikenda,,,,
dih,Cochimi-Yuman,Yuman,General Yuman,Delta-Californian Yuman,,,,,,,,,,,,,
dii,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Bantu A-B10-B20-B30,Bafia (A.50),Nuclear Bafia (A.50),,,,,,,,
dij,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Central Malayo-Polynesian,Babar,North Babaric,,,,,,,,,,
dik,Nilotic,Western Nilotic,Dinka-Nuer,Dinka,,,,,,,,,,,,,
dil,Nubian,West-Central Nubian,Central Nubian,Kordofan Nubian,Western Kordofan Nubian,,,,,,,,,,,,
dim,South Omotic,,,,,,,,,,,,,,,,
dio,Atlantic-Congo,Volta-Congo,Benue-Congo,Nupoid,Nupe-Gbagyi,Nupe-Asu,Nupe-Kupa,Nupe-Dibo,,,,,,,,,
dip,Nilotic,Western Nilotic,Dinka-Nuer,Dinka,,,,,,,,,,,,,
diq,Indo-European,Indo-Iranian,Iranian,Western Iranian,Northwestern Iranian,Zaza-Gorani,Zaza,,,,,,,,,,
dir,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Northern Bantoid,Dakoid,Taram-Dirim-Nnakenyare,Dirim-Nnakenyare,,,,,,,,,
dis,Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Nuclear Bodo,,,,,,,,,,,,
dit,Pama-Nyungan,Karnic,Central Karnic,Western Central Karnic,Pirlatapa-Dieric,Dieric,,,,,,,,,,,
diu,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Greater Luyana,Eastern Greater Luyana,Kwangali-Diriku,,,,,,,
div,Indo-European,Indo-Iranian,Indo-Aryan,Sinhalese-Maldivian,,,,,,,,,,,,,
diw,Nilotic,Western Nilotic,Dinka-Nuer,Dinka,,,,,,,,,,,,,
dix,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,North and Central Vanuatu,Central Vanuatu,Malakula,Small Nambas,,,,,,,
diy,Nuclear Trans New Guinea,Central and South New Guinea,Asmat-Kamoro,Asmat,Citak Asmat,,,,,,,,,,,,
diz,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Yanzi (B.80),Kwilu-Umlaut,,,,,,,,
djb,Pama-Nyungan,Yuulngu,Western-Inland Yolngu,,,,,,,,,,,,,,
djc,Daju,Western Daju,,,,,,,,,,,,,,,
djd,Mirndi,Djamindjungan,,,,,,,,,,,,,,,
dje,Songhay,Eastern Songhay,,,,,,,,,,,,,,,
djf,Pama-Nyungan,Yimidhirr-Yalanji-Yidinic,Yalandyic,,,,,,,,,,,,,,
dji,Pama-Nyungan,Yuulngu,Western-Inland Yolngu,,,,,,,,,,,,,,
djj,Maningrida,,,,,,,,,,,,,,,,
djk,Indo-European,Germanic,Northwest Germanic,West Germanic,North Sea Germanic,Anglo-Frisian,Anglian,Mercian,Macro-English,Guinea Coast Creole English,Surinamese Creole English,Srananic,Ndyuka,,,,
djl,Pama-Nyungan,South-West Pama-Nyungan,Pilbara,Mantharta,,,,,,,,,,,,,
djm,Dogon,Plains Dogon,,,,,,,,,,,,,,,
djn,Gunwinyguan,Western Gunwinyguan,,,,,,,,,,,,,,,
djo,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Land Dayak,Southern Land Dayak,,,,,,,,,,,,
djr,Pama-Nyungan,Yuulngu,Southern Yolngu,Southern-Eastern Yolngu,Dhuwal-Dhuwala,Eastern Dhuwal-Dhuwala,,,,,,,,,,,
dju,Sepik,Sepik Hill,Central Sepik Hill,Nuclear Central Sepik Hill,Kapriman-Watakataui,,,,,,,,,,,,
djw,Nyulnyulan,Western,Bardic,,,,,,,,,,,,,,
dka,Sino-Tibetan,Bodic,Bodish,Central-East Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Dakpa-Dzala,,,,,,,,,
dkk,Austronesian,Nuclear Austronesian,Malayo-Polynesian,South Sulawesi,Northern South Sulawesi,Pitu Ulunna Salu,,,,,,,,,,,
dkl,,,,,,,,,,,,,,,,,
dkr,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,Southwest Sabahan,Greater Dusunic,Dusunic,,,,,,,,,,
dks,Nilotic,Western Nilotic,Dinka-Nuer,Dinka,,,,,,,,,,,,,
dkx,Afro-Asiatic,Chadic,Biu-Mandara,South Biu-Mandara,Sukur-Matakam-Daba,Biu-Mandara A A.7,,,,,,,,,,,
dlg,Turkic,Common Turkic,North Siberian Turkic,,,,,,,,,,,,,,
dlk,Afro-Asiatic,Semitic,West Semitic,Ethiosemitic,Tigre-Tigrinya,Tigre-Dahalik,,,,,,,,,,,
dlm,Indo-European,Italic,Latino-Faliscan,Romance,Italo-Western Romance,Italo-Dalmatian,Dalmatian Romance,,,,,,,,,,
dln,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin,Central Kuki-Chin,,,,,,,,,,,,,
dma,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Njebe-Mbete-Teke,Sigu-Njebi,Njebi (B.50),Ndjavi B,,,,,,
dmb,Dogon,West Dogon,,,,,,,,,,,,,,,
dmc,Nuclear Trans New Guinea,Madang,Croisilles,Dimir-Malas,,,,,,,,,,,,,
dme,Afro-Asiatic,Chadic,Biu-Mandara,North Biu-Mandara,Margi-Mandara-Mofu,Meri,,,,,,,,,,,
dmg,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,Southwest Sabahan,Greater Dusunic,Paitanic,Upper Kinabatangan-Lobu,,,,,,,,,
dmk,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Central zone,,,,,,,,,,,,,
dml,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Northwestern zone,Kunar,,,,,,,,,,,,
dmm,Atlantic-Congo,Volta-Congo,North Volta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,Northern Mbum,Dama-Galke,,,,,,,,
dmo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Beboid,Eastern Beboid,Bebe-Kemezung,Naki-Kemezung,,,,,,,,
dmr,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Central Malayo-Polynesian,Timoric A,Northern Timoric A,,,,,,,,,,
dms,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Celebic,Tomini-Tolitoli,Tominic,Southern Tomini,,,,,,,,,,
dmu,Pauwasi,Western Pauwasi,,,,,,,,,,,,,,,
dmv,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,Southwest Sabahan,Greater Dusunic,Dusunic,Rungus-Mangkaak-Labuk,Dumpas-Sukang,,,,,,,,
dmx,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Shona (S.10),Unclassified Shona (S. 10),,,,,,,,
dmy,Sentani,,,,,,,,,,,,,,,,
dna,Nuclear Trans New Guinea,Dani,Central Dani,Grand Valley Dani,,,,,,,,,,,,,
dnd,Border,Warisic,,,,,,,,,,,,,,,
dne,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Rufiji-Ruvuma,Rufijic,Unclassified Rufijic,,,,,,,
dng,Sino-Tibetan,Sinitic,Northern Chinese,,,,,,,,,,,,,,
dni,Nuclear Trans New Guinea,Dani,Central Dani,Grand Valley Dani,,,,,,,,,,,,,
dnk,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Central Malayo-Polynesian,Timoric A,West Extra-Ramelaic,Rotinese,,,,,,,,,
dnn,Mande,Western Mande,Samogo-Soninke,Duun-Bobo,Duun-Jo,Samogo,Duun,,,,,,,,,,
dnr,Nuclear Trans New Guinea,Madang,Rai Coast,Peka,,,,,,,,,,,,,
dnt,Nuclear Trans New Guinea,Dani,Central Dani,Grand Valley Dani,,,,,,,,,,,,,
dnu,Austroasiatic,Khasi-Palaung,Palaungic,East Palaungic,,,,,,,,,,,,,
dnw,Nuclear Trans New Guinea,Dani,Central Dani,Pyramid-Swart Valley,,,,,,,,,,,,,
dny,Arawan,Madi-Madiha,Madiha,,,,,,,,,,,,,,
doa,Nuclear Trans New Guinea,Central East New Guinea Highlands,Simbu,Nuclear Simbu,Kuman-Dom-Gunaa,,,,,,,,,,,,
dob,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceanic linkage,Papuan Tip linkage,Nuclear Papuan Tip linkage,North Papuan Mainland-D'Entrecasteaux,Dobu-Duau,,,,,,
doc,Tai-Kadai,Kam-Tai,Kam-Sui,Mulam-Kam,Kamic,Northern Kam,,,,,,,,,,,
doe,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Northeast Savanna Bantu,Northeast Coastal Bantu,Ruvu,East Ruvu,,,,,,
dof,Mailuan,,,,,,,,,,,,,,,,
doh,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Northern Bantoid,Dakoid,Tiba-Dong,,,,,,,,,,
dok,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Celebic,Tomini-Tolitoli,Tominic,Northern Tomini,,,,,,,,,,
dol,Doso-Turumsa,,,,,,,,,,,,,,,,
don,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceanic linkage,Papuan Tip linkage,Peripheral Papuan Tip,Central Papuan,West Central Papuan linkage,Nuclear West Central Papuan,,,,,
doo,Atlantic-Congo,Volta-Congo,North Volta-Congo,Adamawa-Ubangi,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Mbaic,Ndunga-Mba-Dongo,,,,,,,,
dop,Atlantic-Congo,Volta-Congo,North Volta-Congo,Gur,Central Gur,Southern Central Gur,Grusi,East-West Grusi,Eastern Grusi,Kabiyeic,,,,,,,
doq,Sign Languages,,,,,,,,,,,,,,,,
dor,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Southeast Solomonic,Malaita-San Cristobal,Malaita-Makira,Malaita,Southern Malaita,,,,,,
dos,Atlantic-Congo,Volta-Congo,North Volta-Congo,Gur,Central Gur,Southern Central Gur,Gan-Dogose,Dogose-Khisa,,,,,,,,,
dot,Afro-Asiatic,Chadic,West Chadic,West Chadic B,West Chadic B.3,South Bauchi West,Southwest South Bauchi,,,,,,,,,,
dov,,,,,,,,,,,,,,,,,
dow,Atlantic-Congo,Volta-Congo,North Volta-Congo,Adamawa-Ubangi,Adamawa,Samba Duru-Mumuye Yendang,Samba Duru,Voko-Dowayo,Vere-Dowayo,,,,,,,,
dox,Afro-Asiatic,Cushitic,East Cushitic,Lowland East Cushitic,Southern Lowland East Cushitic,Transversal Lowland East Cushitic,Dullay,,,,,,,,,,
doy,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Nyo,Potou-Tano,Tano,Guang,North Guang,Gonja-Dompo,,,,,,,,
doz,Gonga-Gimojan,Ometo,North-West Ometo,Central Ometo,,,,,,,,,,,,,
dpp,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,Southwest Sabahan,Greater Murutic,,,,,,,,,,,
drb,Nubian,West-Central Nubian,Central Nubian,Kordofan Nubian,Eastern Kordofan Nubian,,,,,,,,,,,,
drc,Indo-European,Italic,Latino-Faliscan,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Galician Romance,,,,,,,
drd,Sino-Tibetan,Bodic,Tibeto-Kanauri,Rongpo-Almora,Almora,Darma-Byangsi-Chaudangsi,Darma-Byangsi,,,,,,,,,,
dre,Sino-Tibetan,Bodic,Bodish,West Bodish,U-Tsang,Dolpo-Tichurong,,,,,,,,,,,
drg,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,Southwest Sabahan,Greater Dusunic,Dusunic,Rungus-Mangkaak-Labuk,,,,,,,,,
drh,Mongolic,Eastern Mongolic,Oirat-Khalkha,Oirat-Kalmyk-Darkhat,,,,,,,,,,,,,
dri,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Central Kainji,Northwestern Kainji,Clela-Damakawa,,,,,,,,,,
drl,Pama-Nyungan,Yarli-Baagandji,,,,,,,,,,,,,,,
drn,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Central Malayo-Polynesian,Babar,,,,,,,,,,,
dro,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,Sarawak-Melanau-Kajang,Melanau-Kajang,Melanau,,,,,,,,,,
drq,Sino-Tibetan,Himalayish,,,,,,,,,,,,,,,
drr,,,,,,,,,,,,,,,,,
drs,Afro-Asiatic,Cushitic,East Cushitic,Highland East Cushitic,Sidaama-Hadiyya-Kambaata,Sidaama-Gedeo,,,,,,,,,,,
drt,Indo-European,Germanic,Northwest Germanic,West Germanic,North Sea Germanic,Altsächsisch,Middle-Modern Low German,Low German,,,,,,,,,
dru,Austronesian,,,,,,,,,,,,,,,,
drw,Indo-European,Indo-Iranian,Iranian,Western Iranian,Southwestern Iranian,Farsic-Caucasian Tat,Farsic,Eastern Farsic,,,,,,,,,
dry,Indo-European,Indo-Iranian,Indo-Aryan,Bihari,Unclassified Bihari,Kuswaric,,,,,,,,,,,
dsb,Indo-European,Balto-Slavic,Slavic,West Slavic,Sorbian,,,,,,,,,,,,
dse,Sign Languages,,,,,,,,,,,,,,,,
dsh,Afro-Asiatic,Cushitic,East Cushitic,Lowland East Cushitic,Southern Lowland East Cushitic,Nuclear Lowland East Cushitic,Omo-Tana,Western Omo-Tana,,,,,,,,,
dsi,Central Sudanic,Sara-Bongo-Bagirmi,SBB Occidental,Nuclear SBB Occidental,Saraic,Bagirmic,,,,,,,,,,,
dsl,Sign Languages,,,,,,,,,,,,,,,,
dsn,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,South Halmahera-West New Guinea,West New Guinea,Biakic,Dusner-Tandia,,,,,,,,
dso,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Eastern zone,Oriya-Gauda-Kamrupa,Macro-Oriya,,,,,,,,,,,
dsq,Songhay,Northwest Songhay,Northern Songhay,,,,,,,,,,,,,,
dta,Mongolic,,,,,,,,,,,,,,,,
dtb,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,Southwest Sabahan,Greater Dusunic,Dusunic,Rungus-Mangkaak-Labuk,Dumpas-Sukang,,,,,,,,
dtd,Wakashan,Southern Wakashan,Nootkan,,,,,,,,,,,,,,
dti,Dogon,North Plateau,Yanda-Bondum-Tebul,Yanda-Ana,,,,,,,,,,,,,
dtk,Dogon,Plains Dogon,Western Plains Dogon,,,,,,,,,,,,,,
dtm,Dogon,Plains Dogon,Western Plains Dogon,,,,,,,,,,,,,,
dtp,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,Southwest Sabahan,Greater Dusunic,Dusunic,Kadazan-Dusun,,,,,,,,,
dtr,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,Southwest Sabahan,Greater Dusunic,Bisaya-Lotud,,,,,,,,,,
dts,Dogon,Escarpment Dogon,,,,,,,,,,,,,,,
dtt,Dogon,Plains Dogon,,,,,,,,,,,,,,,
dtu,Dogon,North Plateau,Yanda-Bondum-Tebul,,,,,,,,,,,,,,
dua,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Bantu A-B10-B20-B30,Sawabantu,Dualaic,,,,,,,,
dub,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Central zone,Subcontinental Central Indo-Aryan,Gujarati-Rajasthani,Gujaratic,,,,,,,,,,
duc,,,,,,,,,,,,,,,,,
dud,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Central Kainji,Northwestern Kainji,Duka,,,,,,,,,,
due,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Greater Central Philippine,,,,,,,,,,,,,
duf,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Southern Melanesian,New Caledonian,Extreme Southern,,,,,,,,
dug,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Northeast Savanna Bantu,Northeast Coastal Bantu,Coastal NEC Bantu,Mijikenda-Pokomo-Comorian,Mijikenda,Northern Mijikenda,,,,
